Y,name,district,url,photo,telephone,longitude,operationType,X,latitude,discountCategory,operationCategory,address,discountPeriod,openingHours,discountContent,discountCondition
,萊爾富(湖潤店),內湖區,,,02-2793-3092,121.576018,餐飲類,,25.062596,折價,便利超商,台北市內湖區舊宗路1段188號,2011/05/1起,00:00-24:00,Hi Caf 飲品折價3元,自備飲料杯
,星巴克(館前漢口門市),中正區,,,02-2331-0893,121.514872,餐飲類,,25.044812,折價,飲料店,台北市中正區館前路26號1樓,2011/05/1起,11:00-22:00,飲品折價10元,自備飲料杯
,梅門食踐堂,信義區,,,02-87292734,121.568291,餐飲類,,25.03928,贈送餐飲,素食店,臺北市信義區松仁路28號B2,2012/09/01-2013/12/31,11:00~22:00,贈送手工點心(凡來店外帶自備餐盒者，皆享優惠),自備外帶餐盒
,艾卡卜(台北市民分公司),中正區,,,02-2393-3222,121.526805,餐飲類,,25.041314,折價,飲料店,台北市中正區濟南路2段6號-1,2011/05/1起,11:00-22:00,650ml(含)以上折價2元，以下折價1元,自備飲料杯
,丹堤咖啡(內湖分公司),內湖區,,,02-8751-3467,121.577099,餐飲類,,25.074052,折價,飲料店,台北市內湖區瑞光路188巷38號,2011/05/1起,11:00-22:00,飲品折價5元,自備飲料杯
,漢爾斯(信義威秀店),信義區,,,02-2723-3130,121.567099,餐飲類,,25.035636,折價,飲料店,台北市信義區松壽路20號2樓(華納威秀),2011/05/1起,11:00-22:00,飲品折價2元,自備飲料杯
,摩斯漢堡(大安店),大安區,,,02-2703-9611,121.546064,餐飲類,,25.034135,集點,速食店,台北市大安區大安路1段237號,2011/05/1起,11:00-22:00,每杯1點，集5點可兌換30元商品，集10點可兌換60元商品(前述不含罐裝、瓶裝非現場填裝)飲料,自備飲料杯
,休閒小站(*南京店),中山區,,,02-2523-9002,121.52697,餐飲類,,25.05062,折價,飲料店,台北市中山區南京東路1段132巷31號1樓,2011/05/1起,11:00-22:00,650ml(含)以上折價2元，以下折價1元,自備飲料杯
,85度C(台北安和店),大安區,,,02-2704-3299 ,121.552209,餐飲類,,25.031078,折價,飲料店,台北市大安區安和路2段52號,2011/05/1起,11:00-22:00,飲品折價3元,自備飲料杯
,85度C(台北寶興店),萬華區,,,02-2332-8882 ,121.494298,餐飲類,,25.025882,折價,飲料店,台北市萬華區寶興街92號,2011/05/1起,11:00-22:00,飲品折價3元,自備飲料杯
,麥當勞(內湖成功二),內湖區,,,"02-2790-2431
02-2795-5748",121.59375,餐飲類,,25.083569,集點,速食店,台北市內湖區成功路4段180號,2011/05/1起,11:00-22:00,每杯1點，集5點可兌換30元飲料1杯(奶昔、漂浮飲品及免費飲料不在集點範圍內),自備飲料杯
,50嵐(永康店),大安區,,,02-2395-2000,121.529381,餐飲類,,25.031278,折價,飲料店,台北市大安區永康街14巷2號,2011/05/1起,11:00-22:00,大杯折價2元，中杯折價1元,自備飲料杯
,呷尚寶(復興店),大安區,,,02-27086311,121.544747,餐飲類,,25.032914,折價,早餐店,台北市大安區信義路4段30巷3號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,全國素食(復興店),大安區,,,02-27361168,121.543202,餐飲類,,25.023531,贈品;集點,素食,臺北市大安區復興南路2段314號,2012/08/01-2013/02/28,10:30~20:30,來店消費滿百送一點，集滿12點送特製便當盒1個,自備餐盒
,7-ELEVEN(園舺門市),萬華區,,,02-2308-6420,121.494908,餐飲類,,25.031538,折價,便利超商,台北市萬華區西園路2段140巷52號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,全家便利商店(文化分公司),北投區,,,02-2897-6316,121.495158,餐飲類,,25.136842,折價,便利超商,台北市北投區中央北路2段97號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,全家便利商店(瑞和分公司),大安區,,,02-2731-8185,121.536969,餐飲類,,25.040835,折價,便利超商,台北市大安區建國南路1段156、158號1樓,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,天仁喫茶趣(台北西門店),萬華區,,,02-2311-9902,121.506469,餐飲類,,25.04275,折價,飲料店,台北市萬華區成都路45號(紅樓戲院斜對面),2011/05/1起,11:00-22:00,500ml折價2元,自備飲料杯
,早安美芝城(台北孔廟店),大同區,,,02-25959880,121.515606,餐飲類,,25.071885,折價,早餐店,台北市大同區酒泉街62號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,拿坡里披薩(大直店),中山區,,,02-2532-7161,121.547536,餐飲類,,25.080151,折價,速食店,台北市中山區北安路539號之2,2011/05/1起,11:00-22:00,飲品折價3元,自備飲料杯
,7-ELEVEN(台北市第一八九分公司),信義區,,,02-8787-4152,121.577308,餐飲類,,25.044707,折價,便利超商,台北市信義區虎林街85號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,全家便利商店(忠誠分公司),士林區,,,02-2838-0368,121.526724,餐飲類,,25.10406,折價,便利超商,台北市士林區中山北路6段20號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,7-ELEVEN(台北市第二九九分公司),中山區,,,02-2502-4233,121.533371,餐飲類,,25.061419,折價,便利超商,台北市中山區松江路305號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,摩斯漢堡(文大門市部),士林區,,,02-2861-8029,121.540962,餐飲類,,25.137688,集點,速食店,台北市士林區華岡路55號(文化大學大雅館5樓),2011/05/1起,11:00-22:00,每杯1點，集5點可兌換30元商品，集10點可兌換60元商品(前述不含罐裝、瓶裝非現場填裝)飲料,自備飲料杯
,全家便利商店(摩天分公司),中正區,,,02-2388-1469,121.51622,餐飲類,,25.044802,折價,便利超商,台北市中正區信陽街15號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,呷尚寶(中山店),中山區,,,02-25712265,121.524241,餐飲類,,25.061592,折價,早餐店,台北市中山區中山北路2段137巷18-8號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,85度C(台北信義店),信義區,,,02-2346-3088,121.577887,餐飲類,,25.035965,折價,飲料店,台北市信義區信義路6段112號,2011/05/1起,11:00-22:00,飲品折價3元,自備飲料杯
,拉亞漢堡(景美萬慶店),文山區,,,02-86638748,121.539716,餐飲類,,24.992317,折價,早餐店,台北市文山區萬慶街23巷1號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,早安美芝城(北投尊賢店),北投區,,,02-28277210,121.507834,餐飲類,,25.11617,折價,早餐店,台北市北投區尊賢街230巷2號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,丹堤咖啡(士東分公司),士林區,,,02-8866-1436,121.530379,餐飲類,,25.112271,折價,飲料店,台北市士林區士東路130號,2011/05/1起,11:00-22:00,飲品折價5元,自備飲料杯
,傳奇18度C(公館店),大安區,,,02-2369-8768,121.532401,餐飲類,,25.016277,折價,飲料店,台北市大安區羅斯福路3段286巷3號,2011/05/1起,11:00-22:00,500ml折價1元，700ml折價2元，960ml折價5元,自備飲料杯
,咖比茶(忠延店),大安區,,,02-2708-9235,121.538816,餐飲類,,25.025319,集點,飲料店,台北市大安區和平東路2段64號,2011/05/1起,11:00-22:00,每杯1點，集5點可兌換25元飲料一杯,自備飲料杯
,呷尚寶(東華店),北投區,,,02-28212213,121.518459,餐飲類,,25.110911,折價,早餐店,台北市北投區東華街1段402號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,瑞麟美而美(民權六店),內湖區,,,02-26337571,121.605447,餐飲類,,25.072313,折價,早餐店,台北市內湖區民權東路6段286號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,早安美芝城(圓山捷運店),大同區,,,02-25975700,121.519566,餐飲類,,25.070567,折價,早餐店,台北市大同區酒泉街22號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,摩斯漢堡(興隆分公司),文山區,,,02-2930-6977,121.555676,餐飲類,,25.00015,集點,速食店,台北市文山區興隆路3段44號,2011/05/1起,11:00-22:00,每杯1點，集5點可兌換30元商品，集10點可兌換60元商品(前述不含罐裝、瓶裝非現場填裝)飲料,自備飲料杯
,7-ELEVEN(台北市第二三五分公司),內湖區,,,02-2627-4816,121.571208,餐飲類,,25.082597,折價,便利超商,台北市內湖區內湖路1段411巷19弄1號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,萊爾富(第2975分公司),大安區,,,02-2356-7848,121.527084,餐飲類,,25.031923,折價,便利超商,台北市大安區金山南路2段69、71號1樓,2011/05/1起,00:00-24:00,Hi Caf 飲品折價3元,自備飲料杯
,清心福全(台北大安正聲店),大安區,,,02-2362-2008,121.528,餐飲類,,25.023985,折價,飲料店,台北市大安區師大路68巷2之1號,2011/05/1起,11:00-22:00,650ml(含)以上折價2元，以下折價1元,自備飲料杯
,壹咖啡(內湖康寧),內湖區,,,02-2794-8401,121.591203,餐飲類,,25.081907,折價,飲料店,台北市內湖區成功路4段20巷29號(中國醫藥學院旁),2011/05/1起,11:00-22:00,飲品折價2元，可與其他優惠並行但不折抵現金,自備飲料杯
,7-ELEVEN(台北市第三六三分公司),大安區,,,02-2775-2026,121.556961,餐飲類,,25.042381,折價,便利超商,台北市大安區光復南路180巷12號1樓,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,呷尚寶(德行店),士林區,,,02-28333741,121.527941,餐飲類,,25.107679,折價,早餐店,台北市士林區德行東路97號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,7-ELEVEN(台北市第六0九分公司),信義區,,,02-8789-1891,121.558423,餐飲類,,25.036561,折價,便利超商,台北市信義區光復南路419巷41號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,麥當勞(台北木柵分公司),文山區,,,"02-2939-4168
02-2939-4165",121.566524,餐飲類,,24.988704,集點,速食店,台北市文山區木柵路3段57號1樓,2011/05/1起,11:00-22:00,每杯1點，集5點可兌換30元飲料1杯(奶昔、漂浮飲品及免費飲料不在集點範圍內),自備飲料杯
,MisterDonuts(天母東門市),士林區,,,02-2874-9183,121.533851,餐飲類,,25.117926,折價,飲料店,台北市士林區天母東路68號3樓(三越天母店B棟),2011/05/1起,11:00-10:00,飲品折價3元(若該飲品使用優惠免費贈送者，無享折價優惠),自備飲料杯
,7-ELEVEN(新東帝門市部),大安區,,,02-2702-5349,121.549044,餐飲類,,25.029112,折價,便利超商,台北市大安區敦化南路2段97號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,橘子工坊(遼寧店),中山區,,,02-2752-2200,121.542207,餐飲類,,25.048034,集點,飲料店,台北市中山區遼寧街29號,2011/05/1起,11:00-22:00,每杯1點，集10點可兌換30元飲品，或補差額換購30元以上飲料,自備飲料杯
,7-ELEVEN(台北市第四二六分公司),士林區,,,02-2835-8739,121.522372,餐飲類,,25.102057,折價,便利超商,台北市士林區福國路94號1樓,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,萊爾富(北市永捷店),中山區,,,02-2504-8276,121.533234,餐飲類,,25.047162,折價,便利超商,台北市中山區松江路27號,2011/05/1起,00:00-24:00,Hi Caf 飲品折價3元,自備飲料杯
,瑞麟美而美(台北麗水店),大安區,,,02-23913621,121.528823,餐飲類,,25.030629,折價,早餐店,台北市大安區麗水街9巷1號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,7-ELEVEN(台北市第167分公司),大同區,,,02-2552-2615,121.510297,餐飲類,,25.051982,折價,便利超商,台北市大同區長安西路342號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,瑞麟美而美(錦州店),中山區,,,02-25618022,121.525273,餐飲類,,25.060216,折價,早餐店,台北市中山區錦州街38號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,壹咖啡(大直北安),中山區,,,02-8509-1636,121.54879,餐飲類,,25.082702,折價,飲料店,台北市中山區北安路615號,2011/05/1起,11:00-22:00,飲品折價2元，可與其他優惠並行但不折抵現金,自備飲料杯
,50嵐(萬隆店),文山區,,,02-2930-4678,121.539137,餐飲類,,25.002152,折價,飲料店,台北市文山區羅斯福路5段217號,2011/05/1起,11:00-22:00,大杯折價2元，中杯折價1元,自備飲料杯
,全家便利商店(農安分公司),中山區,,,02-2504-2520,121.534933,餐飲類,,25.06477,折價,便利超商,台北市中山區農安街249號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,拿坡里披薩(天母分公司),北投區,,,02-2873-5600,121.523547,餐飲類,,25.118896,折價,速食店,台北市北投區天母西路109號,2011/05/1起,11:00-22:00,飲品折價3元,自備飲料杯
,7-ELEVEN(台北市第一六0分公司),大安區,,,02-2754-9832,121.5384,餐飲類,,25.028706,折價,便利超商,台北市大安區建國南路2段151巷6、8號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,奉茶(台北京站),大同區,,,02-2552-6357,121.518569,餐飲類,,25.048786,折價,飲料店,台北市大同區市民大道1段209號1樓,2011/05/1起,11:00-22:00,飲品折價2元,自備飲料杯
,清心福全(通化),大安區,,,02-2358-2277,121.527315,餐飲類,,25.033194,折價,飲料店,台北市大安區金山南路2段23號,2011/05/1起,11:00-22:00,650ml(含)以上折價2元，以下折價1元,自備飲料杯
,超秦(麥味登)(金湖店),內湖區,,,02-26316687,121.603301,餐飲類,,25.073349,折價,早餐店,台北市內湖區金湖路375號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,7-ELEVEN(統威門市),松山區,,,02-2748-1762,121.565443,餐飲類,,25.050065,折價,便利超商,台北市松山區東興路13-1號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,木茶舖(北投店),北投區,,,02-2823-2133,121.50679,餐飲類,,25.118156,折價,飲料店,台北市北投區尊賢街308號,2011/05/1起,11:00-22:00,飲品折價2元,自備飲料杯
,翰林茶館(富邦momo店),松山區,,,02-2717-1569,121.548121,餐飲類,,25.051877,折價,飲料店,台北市松山區南京東路3段337號B2(momo百貨),2011/05/1起,11:00-22:00,飲品折價2元,自備飲料杯
,天仁喫茶趣(喫茶趣衡陽店),中正區,,,02-2312-2828,121.5118,餐飲類,,25.042156,折價,飲料店,台北市中正區衡陽路62號(近博愛路，西門站4號口),2011/05/1起,11:00-22:00,500ml折價2元,自備飲料杯
,全家便利商店(羅中分公司),大安區,,,02-2732-8982,121.554848,餐飲類,,25.026626,折價,便利超商,台北市大安區基隆路2段172號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,漢堡王(劍南門市部),中山區,,,02-8502-7128,121.555941,餐飲類,,25.083639,集點,速食店,台北市中山區敬業三路11號1樓,2011/05/1起,11:00-22:00,每杯1點，集10點可兌換30元飲料1杯,自備飲料杯
,摩斯漢堡(忠孝第二分公司),大安區,,,02-2392-4364,121.531803,餐飲類,,25.042442,集點,速食店,台北市大安區忠孝東路2段132號,2011/05/1起,11:00-22:00,每杯1點，集5點可兌換30元商品，集10點可兌換60元商品(前述不含罐裝、瓶裝非現場填裝)飲料,自備飲料杯
,喫茶趣(總公司門市部),中山區,,,02-2781-4649,121.543879,餐飲類,,25.051297,折價,飲料店,台北市中山區復興北路84號(近南京東路),2011/05/1起,11:00-22:00,500ml折價2元,自備飲料杯
,水巷茶弄(*寧波店),中正區,,,02-3322-1778,121.51732,餐飲類,,25.030672,折價,飲料店,台北市中正區寧波西街61號,2011/05/1起,11:00-22:00,飲品折價2元,自備飲料杯
,COME  BUY(八德光華),中正區,,,02-2341-6652,121.532187,餐飲類,,25.043577,集點,飲料店,台北市中正區八德路1段82巷18號之1,2011/05/1起,11:00-22:00,每杯1點，集10點可兌換30元飲品1杯,自備飲料杯
,全家便利商店(豐華分公司),松山區,,,02-2767-7510,121.563331,餐飲類,,25.061085,折價,便利超商,台北市松山區三民路148號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,西雅圖咖啡(振興店),北投區,,,02-2827-5000,121.522527,餐飲類,,25.117447,折價,飲料店,台北市北投區振興街45號(振興醫院生活廣場1樓),2011/05/1起,11:00-22:00,飲品折價5元,自備飲料杯
,手作功夫茶(木柵保儀店),文山區,,,02-2939-7625,121.568513,餐飲類,,24.988258,折價,飲料店,台北市文山區保儀路30號,2011/05/1起,11:00-22:00,650ml折價2元，500及360ml折價1元,自備飲料杯
,呷尚寶(一江店),中山區,,,02-25636807,121.531399,餐飲類,,25.053964,折價,早餐店,台北市中山區一江街44號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,IS COFFEE(公館溫州店),大安區,,,02-2368-2772 ,121.531224,餐飲類,,25.018711,折價,飲料店,台北市大安區羅斯福路3段283巷7弄10號1樓,2011/05/1起,11:00-22:00,飲品折價5元,自備飲料杯
,宥祐素食坊,中正區,,,02-2331-0431,121.515583,餐飲類,,25.046575,折價,素食,臺北市中正區忠孝西路一段50-1號(地下街17-3號),2012/06/26-2012/12/26,10:30-21:30,"自備筷子折價3元,自備碗折價5元",自備餐具
,7-ELEVEN(台北市第三六一分公司),大安區,,,02-2755-2540,121.537272,餐飲類,,25.036371,折價,便利超商,台北市大安區建國南路1段274號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,聖德科斯天然有機門市(苗栗縣府門市),苗栗市,,,037-330-470,120.817709,餐飲類,,24.561018,折價,其他,苗栗縣苗栗市饒平街24號1樓,2012/08/01起,07:30~21:00,自備環保杯來店購買任一現打飲品或研磨現煮有機咖啡的折價2元,自備飲料杯
,快樂地水果吧(統一阪急店),信義區,,,02-2725-3006,121.565396,餐飲類,,25.040846,折價,飲料店,台北市信義區忠孝東路5段8號(統一阪急),2011/05/1起,11:00-22:00,飲品折價2元,自備飲料杯
,7-ELEVEN(台北市第五四九分公司),中山區,,,02-2518-4764,121.53346,餐飲類,,25.06398,折價,便利超商,台北市中山區松江路363號1樓,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,清心福全(台北中正青島東店),中正區,,,02-3322-5069,121.526466,餐飲類,,25.04309,折價,飲料店,台北市中正區杭州南路1段10號,2011/05/1起,11:00-22:00,650ml(含)以上折價2元，以下折價1元,自備飲料杯
,萊爾富(北市民東分公司),內湖區,,,02-2793-1697,121.587675,餐飲類,,25.069392,折價,便利超商,台北市內湖區民權東路6段69、71、75號1樓,2011/05/1起,00:00-24:00,Hi Caf 飲品折價3元,自備飲料杯
,星巴克(台北市第六十二分公司),士林區,,,02-2883-1657,121.525897,餐飲類,,25.095141,折價,飲料店,台北市士林區中正路239號(近士林捷運站出口),2011/05/1起,11:00-22:00,飲品折價10元,自備飲料杯
,全家便利商店(大同分公司),北投區,,,02-2891-9974,121.497334,餐飲類,,25.13213,折價,便利超商,台北市北投區大業路452巷31號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,7-ELEVEN(台北市第二四三分公司),信義區,,,02-8786-7692,121.561036,餐飲類,,25.031145,折價,便利超商,台北市信義區莊敬路178巷2號1樓,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,鮮芋仙(中正南門店),中正區,,,02-3322-2616,121.518563,餐飲類,,25.03185,折價,飲料店,台北市中正區羅斯福路1段20號之6-20號之12(近南門市場),2011/05/1起,11:00-22:00,650ml(含)以上折價2元，以下折價1元,自備飲料杯
,瑞麟美而美(台北台安店),松山區,,,02-27718455,121.547053,餐飲類,,25.04881,折價,早餐店,台北市松山區八德路二段437巷1弄1號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,全家便利商店(金石門市部),北投區,,,02-2821-0705,121.515136,餐飲類,,25.115078,折價,便利超商,台北市北投區石牌路1段200號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,全家便利商店(延孝分公司),大安區,,,02-2701-9097,121.550372,餐飲類,,25.033997,折價,便利超商,台北市大安區安和路1段112巷27號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,Subway(民權龍江店),中山區,,,02-2515-7231,121.541459,餐飲類,,25.062572,折價,速食店,台北市中山區民權東路3段15號1樓,2011/05/1起,11:00-22:00,651ml(含)以上折價3元，501至650ml折價2元，500ml(含)以下折1元,自備飲料杯
,7-ELEVEN(台北市第五三六分公司),南港區,,,02-2785-1509,121.610623,餐飲類,,25.03384,折價,便利超商,台北市南港區研究院路3段234號1樓,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,cama現烘咖啡專賣店(南京店),松山區,,,02-2570-8800,121.554505,餐飲類,,25.051416,折價,飲料店,台北市松山區南京東路4段108號,2011/05/1起,11:00-22:00,飲品折價1元,自備飲料杯
,西雅圖咖啡(仁愛敦南),大安區,,,02-2739-7775,121.549033,餐飲類,,25.026574,折價,飲料店,台北市大安區敦化南路2段203號1樓(遠企購物中心),2011/05/1起,11:00-22:00,飲品折價5元,自備飲料杯
,呷尚寶(興華店),南港區,,,02-27826937,121.605684,餐飲類,,25.056835,折價,早餐店,台北市南港區興華路115號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,丹堤咖啡(民生二店),松山區,,,02-2764-3981,121.560632,餐飲類,,25.058822,折價,飲料店,台北市松山區民生東路5段119號2樓,2011/05/1起,11:00-22:00,飲品折價5元,自備飲料杯
,7-ELEVEN(台北市第六八0分公司),大同區,,,02-2550-4473,121.514995,餐飲類,,25.056876,折價,便利超商,台北市大同區民生西路214、216號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,西雅圖咖啡(榮星分公司),中山區,,,02-2504-6005,121.541131,餐飲類,,25.06257,折價,飲料店,台北市中山區民權東路3段3號,2011/05/1起,11:00-22:00,飲品折價5元,自備飲料杯
,休閒小站(東園店),萬華區,,,02-2332-3522,121.49555,餐飲類,,25.026999,折價,飲料店,台北市萬華區東園街28巷1號,2011/05/1起,11:00-22:00,650ml(含)以上折價2元，以下折價1元,自備飲料杯
,弘爺漢堡(新大直店),中山區,,,02-85092956,121.546639,餐飲類,,25.080577,折價,早餐店,台北市中山區大直街5號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,星巴克(捷運門市),中正區,,,02-2396-7829,121.53036,餐飲類,,25.043602,折價,飲料店,台北市中正區八德路1段34號1樓(八德路與忠孝東路口),2011/05/1起,11:00-22:00,飲品折價10元,自備飲料杯
,聖德科斯天然有機門市(屏東中正門市),屏東市,,,08-734-1212,120.490412,餐飲類,,22.677483,折價,其他,屏東縣屏東市中正路161號,2012/08/01起,07:30~21:00,自備環保杯來店購買任一現打飲品或研磨現煮有機咖啡的折價2元,自備飲料杯
,呷尚寶(總店),中山區,,,02-25930185,121.528946,餐飲類,,25.063191,折價,早餐店,台北市中山區新生北路3段3巷39號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,Roger caf (羅爵咖啡)(博愛店),中正區,,,02-2331-4843,121.510806,餐飲類,,25.037321,折價,飲料店,台北市中正區博愛路172號B1,2011/05/1起,11:00-22:00,飲品折價2元,自備飲料杯
,7-ELEVEN(台北市第一一六分公司),中正區,,,02-2312-2424,121.510506,餐飲類,,25.045116,折價,便利超商,台北市中正區延平南路47號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,O'life活力客健康茶飲(台北育達店),松山區,,,02-2570-1218,121.551653,餐飲類,,25.048069,折價,飲料店,台北市松山區八德路3段155巷28號之1(育達商職旁),2011/05/1起,11:00-22:00,650ml(含)以上折價2元，以下折價1元,自備飲料杯
,丹堤咖啡(和平信安店 ),大安區,,,02-8732-8087,121.554991,餐飲類,,25.022325,折價,飲料店,台北市大安區和平東路3段269號,2011/05/1起,11:00-22:00,飲品折價5元,自備飲料杯
,超秦(麥味登)(江南店),內湖區,,,02-26279682,121.578337,餐飲類,,25.07813,折價,早餐店,台北市內湖區江南街19號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,7-ELEVEN(台北市第五九一分公司),北投區,,,02-2893-0420,121.504897,餐飲類,,25.135139,折價,便利超商,台北市北投區溫泉路70號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,清心福全(台北內湖康寧店),內湖區,,,02-8792-3883,121.591609,餐飲類,,25.080297,折價,飲料店,台北市內湖區康寧路1段34號,2011/05/1起,11:00-22:00,650ml(含)以上折價2元，以下折價1元,自備飲料杯
,全家便利商店(和豐分公司),士林區,,,02-2881-3084,121.519403,餐飲類,,25.082786,折價,便利超商,台北市士林區和豐街2號1樓,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,清心福全(台北麟光分公司),大安區,,,02-2733-6155,121.553842,餐飲類,,25.030232,折價,飲料店,台北市大安區臨江街128號,2011/05/1起,11:00-22:00,650ml(含)以上折價2元，以下折價1元,自備飲料杯
,超秦(麥味登)(延平店),大同區,,,02-25533811,121.51157,餐飲類,,25.059336,折價,早餐店,台北市大同區延平北路2段197號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,弘爺漢堡(新康樂店),內湖區,,,02-26319343,121.619228,餐飲類,,25.070832,折價,早餐店,台北市內湖區康樂街113號,2011/09/01起,07:00-11:00,折價1元,自備飲料杯
,7-ELEVEN(台北市第六九七分公司),文山區,,,02-8931-5646,121.53933,餐飲類,,25.001653,折價,便利超商,台北市文山區羅斯福路5段249號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,聖德科斯天然有機門市(萬大門市),萬華區,,,02-2332-1929,121.498732,餐飲類,,25.021331,折價,其他,臺北市萬華區萬大路427號,2012/08/01起,07:30~21:00,自備環保杯來店購買任一現打飲品或研磨現煮有機咖啡的折價2元,自備飲料杯
,摩斯漢堡(敦北分公司),松山區,,,02-2514-9424,121.549711,餐飲類,,25.054201,集點,速食店,台北市松山區敦化北路155巷1號,2011/05/1起,11:00-22:00,每杯1點，集5點可兌換30元商品，集10點可兌換60元商品(前述不含罐裝、瓶裝非現場填裝)飲料,自備飲料杯
,全家便利商店(孔廟店),大同區,,,02-2550-0930,121.515168,餐飲類,,25.055842,折價,便利超商,台北市大同區寧夏路28、30號,2011/05/1起,00:00-24:00,全家伯朗咖啡館 飲品折價3元,自備飲料杯
,都可COCO(天母德行),士林區,,,02-2833-3959 ,121.52824,餐飲類,,25.107766,折價,飲料店,台北市士林區德行東路107號,2011/05/1起,11:00-22:00,飲品折價2元,自備飲料杯
,一手私藏世界紅茶(台北八德店),松山區,,,02-2570-0689,121.555229,餐飲類,,25.048199,折價,飲料店,台北市松山區八德路3段159號,2011/05/1起,11:00-22:00,飲品折價2元,自備飲料杯
,7-ELEVEN(台北市第六七四分公司),內湖區,,,02-2634-7648,121.608259,餐飲類,,25.072353,折價,便利超商,台北市內湖區康寧路3段63、65、67號,2011/05/1起,00:00-24:00,City caf / 思樂冰 650ml以上折價2元，以下折價1元,自備飲料杯
,聖德科斯天然有機門市(師大門市),大安區,,,02-2364-2293,121.529915,餐飲類,,25.026271,折價,其他,臺北市大安區和平東路一段182-2號,2012/08/01起,07:30~21:00,自備環保杯來店購買任一現打飲品或研磨現煮有機咖啡的折價2元,自備飲料杯
